file_name,predicted_class,score
nothing/LowerTrailCamera_EK002027.JPG,skunk,0.99822825
nothing/LowerTrailCamera_EK002028.JPG,skunk,0.9964902
nothing/LowerTrailCamera_EK002057.JPG,skunk,0.9783271
nothing/LowerTrailCamera_EK002058.JPG,skunk,0.9836795
nothing/LowerTrailCamera_EK002076.JPG,rabbit,0.5023812
nothing/LowerTrailCamera_EK002119.JPG,human,0.39049178
nothing/LowerTrailCamera_EK002231.JPG,skunk,0.6898326
nothing/LowerTrailCamera_EK002232.JPG,skunk,0.5341751
nothing/LowerTrailCamera_EK002302.JPG,skunk,0.8435992
nothing/LowerTrailCamera_EK002303.JPG,skunk,0.99171793
nothing/LowerTrailCamera_EK002304.JPG,skunk,0.94135404
nothing/LowerTrailCamera_EK002513.JPG,rabbit,0.5269855
nothing/LowerTrailCamera_EK002514.JPG,rabbit,0.51375276
nothing/LowerTrailCamera_EK002517.JPG,skunk,0.51446664
nothing/LowerTrailCamera_EK002620.JPG,human,0.50835997
nothing/LowerTrailCamera_EK002633.JPG,squirrel,0.41369125
nothing/LowerTrailCamera_EK002634.JPG,squirrel,0.5920599
nothing/LowerTrailCamera_EK002713.JPG,human,0.87696385
nothing/LowerTrailCamera_EK002714.JPG,human,0.81022704
nothing/LowerTrailCamera_EK002715.JPG,human,0.89425004
nothing/LowerTrailCamera_EK002780.JPG,deer,0.5342377
nothing/LowerTrailCamera_EK002781.JPG,human,0.3563741
nothing/LowerTrailCamera_EK002932.JPG,human,0.5202665
nothing/LowerTrailCamera_EK002933.JPG,human,0.5525458
nothing/LowerTrailCamera_EK002934.JPG,human,0.6988414
nothing/LowerTrailCamera_EK003012.JPG,deer,0.35342488
nothing/LowerTrailCamera_EK003088.JPG,human,0.63769966
nothing/LowerTrailCamera_EK003089.JPG,human,0.42168096
nothing/LowerTrailCamera_EK003162.JPG,squirrel,0.69844073
nothing/LowerTrailCamera_EK003215.JPG,human,0.6095119
nothing/LowerTrailCamera_EK003304.JPG,squirrel,0.50863844
nothing/LowerTrailCamera_EK003305.JPG,squirrel,0.7828731
nothing/LowerTrailCamera_EK003306.JPG,squirrel,0.6297244
